participantId,format,task,difficulty,confidence
67c246023b44ca64d40ae45a,json5,reading-task-tabular-2,4,2
67c246023b44ca64d40ae45a,json5,reading-task-tabular-3,6,1
67c246023b44ca64d40ae45a,json5,reading-task-tabular-4,1,7
67c246023b44ca64d40ae45a,json5,reading-task-tabular-5,1,1
67c246023b44ca64d40ae45a,json5,writing-task-tabular,5,2
67c246023b44ca64d40ae45a,json5,modifying-task-tabular-1,7,1
67c246023b44ca64d40ae45a,json5,modifying-task-tabular-2,1,3
67c246023b44ca64d40ae45a,json5,modifying-task-tabular-3,1,7
67c246023b44ca64d40ae45a,json5,modifying-task-tabular-4,1,1
67debe02a893eea51e8d02f2,json,writing-task-NL,1,6
67debe02a893eea51e8d02f2,json,reading-task-tabular-1,5,4
67debe02a893eea51e8d02f2,json,reading-task-tabular-2,2,6
67debe02a893eea51e8d02f2,json,reading-task-tabular-3,2,7
67debe02a893eea51e8d02f2,json,reading-task-tabular-4,1,7
67debe02a893eea51e8d02f2,json,reading-task-tabular-5,1,6
67debe02a893eea51e8d02f2,json,writing-task-tabular,6,1
67debe02a893eea51e8d02f2,json,modifying-task-tabular-1,4,3
67debe02a893eea51e8d02f2,json,modifying-task-tabular-2,3,2
67debe02a893eea51e8d02f2,json,modifying-task-tabular-3,7,1
67debe02a893eea51e8d02f2,json,modifying-task-tabular-4,2,1
673d0377254c407e5da57f97,toml,writing-task-NL,2,7
673d0377254c407e5da57f97,toml,reading-task-tabular-1,4,6
673d0377254c407e5da57f97,toml,reading-task-tabular-2,3,6
673d0377254c407e5da57f97,toml,reading-task-tabular-3,4,5
673d0377254c407e5da57f97,toml,reading-task-tabular-4,2,7
673d0377254c407e5da57f97,toml,reading-task-tabular-5,4,7
673d0377254c407e5da57f97,toml,writing-task-tabular,3,7
673d0377254c407e5da57f97,toml,modifying-task-tabular-1,2,6
673d0377254c407e5da57f97,toml,modifying-task-tabular-2,2,6
673d0377254c407e5da57f97,toml,modifying-task-tabular-3,1,7
673d0377254c407e5da57f97,toml,modifying-task-tabular-4,2,6
62fd14d7b1e0729dc8aadb79,xml,writing-task-NL,1,7
62fd14d7b1e0729dc8aadb79,xml,reading-task-tabular-1,1,7
62fd14d7b1e0729dc8aadb79,xml,reading-task-tabular-2,1,7
62fd14d7b1e0729dc8aadb79,xml,reading-task-tabular-3,1,7
62fd14d7b1e0729dc8aadb79,xml,reading-task-tabular-4,1,7
62fd14d7b1e0729dc8aadb79,xml,reading-task-tabular-5,1,7
62fd14d7b1e0729dc8aadb79,xml,writing-task-tabular,5,3
62fd14d7b1e0729dc8aadb79,xml,modifying-task-tabular-1,1,7
62fd14d7b1e0729dc8aadb79,xml,modifying-task-tabular-2,1,7
62fd14d7b1e0729dc8aadb79,xml,modifying-task-tabular-3,1,7
62fd14d7b1e0729dc8aadb79,xml,modifying-task-tabular-4,4,3
5dafea4de40355001651fa2f,jsonc,writing-task-NL,4,6
5dafea4de40355001651fa2f,jsonc,reading-task-tabular-1,6,5
5dafea4de40355001651fa2f,jsonc,reading-task-tabular-2,4,5
5dafea4de40355001651fa2f,jsonc,reading-task-tabular-3,5,3
5dafea4de40355001651fa2f,jsonc,reading-task-tabular-4,3,5
5dafea4de40355001651fa2f,jsonc,reading-task-tabular-5,6,2
5dafea4de40355001651fa2f,jsonc,writing-task-tabular,7,1
5dafea4de40355001651fa2f,jsonc,modifying-task-tabular-1,6,2
5dafea4de40355001651fa2f,jsonc,modifying-task-tabular-2,6,1
5dafea4de40355001651fa2f,jsonc,modifying-task-tabular-3,2,5
5dafea4de40355001651fa2f,jsonc,modifying-task-tabular-4,6,1
6787e4bd2bf9557a90208f03,yaml,writing-task-NL,2,2
6787e4bd2bf9557a90208f03,yaml,reading-task-tabular-1,4,5
6787e4bd2bf9557a90208f03,yaml,reading-task-tabular-2,4,4
6787e4bd2bf9557a90208f03,yaml,reading-task-tabular-3,4,4
6787e4bd2bf9557a90208f03,yaml,reading-task-tabular-4,2,6
6787e4bd2bf9557a90208f03,yaml,reading-task-tabular-5,5,3
6787e4bd2bf9557a90208f03,yaml,writing-task-tabular,5,5
6787e4bd2bf9557a90208f03,yaml,modifying-task-tabular-1,7,1
6787e4bd2bf9557a90208f03,yaml,modifying-task-tabular-2,5,4
6787e4bd2bf9557a90208f03,yaml,modifying-task-tabular-3,3,5
6787e4bd2bf9557a90208f03,yaml,modifying-task-tabular-4,4,4
5e8a5a892f6f027054a83d88,toml,writing-task-NL,1,7
5e8a5a892f6f027054a83d88,toml,reading-task-tabular-1,1,7
5e8a5a892f6f027054a83d88,toml,reading-task-tabular-2,1,7
5e8a5a892f6f027054a83d88,toml,reading-task-tabular-3,1,7
5e8a5a892f6f027054a83d88,toml,reading-task-tabular-4,1,7
5e8a5a892f6f027054a83d88,toml,reading-task-tabular-5,1,7
5e8a5a892f6f027054a83d88,toml,writing-task-tabular,3,6
5e8a5a892f6f027054a83d88,toml,modifying-task-tabular-1,1,4
5e8a5a892f6f027054a83d88,toml,modifying-task-tabular-2,1,7
5e8a5a892f6f027054a83d88,toml,modifying-task-tabular-3,1,4
5e8a5a892f6f027054a83d88,toml,modifying-task-tabular-4,5,1
67e4920c40c9561040ca01d0,xml,writing-task-NL,2,7
67e4920c40c9561040ca01d0,xml,reading-task-tabular-1,3,5
67e4920c40c9561040ca01d0,xml,reading-task-tabular-2,3,5
67e4920c40c9561040ca01d0,xml,reading-task-tabular-3,4,5
67e4920c40c9561040ca01d0,xml,reading-task-tabular-4,2,6
67e4920c40c9561040ca01d0,xml,reading-task-tabular-5,2,6
67e4920c40c9561040ca01d0,xml,writing-task-tabular,6,6
67e4920c40c9561040ca01d0,xml,modifying-task-tabular-1,7,1
67e4920c40c9561040ca01d0,xml,modifying-task-tabular-2,7,1
67e4920c40c9561040ca01d0,xml,modifying-task-tabular-3,2,6
67e4920c40c9561040ca01d0,xml,modifying-task-tabular-4,5,5
615200d54efc832849db2259,json,writing-task-NL,1,7
615200d54efc832849db2259,json,reading-task-tabular-1,2,6
615200d54efc832849db2259,json,reading-task-tabular-2,1,7
615200d54efc832849db2259,json,reading-task-tabular-3,3,5
615200d54efc832849db2259,json,reading-task-tabular-4,1,7
615200d54efc832849db2259,json,reading-task-tabular-5,1,7
615200d54efc832849db2259,json,writing-task-tabular,6,3
615200d54efc832849db2259,json,modifying-task-tabular-1,5,3
615200d54efc832849db2259,json,modifying-task-tabular-2,3,5
615200d54efc832849db2259,json,modifying-task-tabular-3,2,6
615200d54efc832849db2259,json,modifying-task-tabular-4,5,4
67f184a3b82990251abd1592,yaml,writing-task-NL,1,7
67f184a3b82990251abd1592,yaml,reading-task-tabular-1,2,7
67f184a3b82990251abd1592,yaml,reading-task-tabular-2,2,6
67f184a3b82990251abd1592,yaml,reading-task-tabular-3,1,7
67f184a3b82990251abd1592,yaml,reading-task-tabular-4,1,7
67f184a3b82990251abd1592,yaml,reading-task-tabular-5,1,7
67f184a3b82990251abd1592,yaml,writing-task-tabular,4,4
67f184a3b82990251abd1592,yaml,modifying-task-tabular-1,5,6
67f184a3b82990251abd1592,yaml,modifying-task-tabular-2,1,7
67f184a3b82990251abd1592,yaml,modifying-task-tabular-3,1,5
67f184a3b82990251abd1592,yaml,modifying-task-tabular-4,6,5
67bf88cc763aae600b429a3e,toml,writing-task-NL,3,6
67bf88cc763aae600b429a3e,toml,reading-task-tabular-1,3,5
67bf88cc763aae600b429a3e,toml,reading-task-tabular-2,1,7
67bf88cc763aae600b429a3e,toml,reading-task-tabular-3,4,5
67bf88cc763aae600b429a3e,toml,reading-task-tabular-4,1,7
67bf88cc763aae600b429a3e,toml,reading-task-tabular-5,5,4
67bf88cc763aae600b429a3e,toml,writing-task-tabular,7,1
67bf88cc763aae600b429a3e,toml,modifying-task-tabular-1,7,2
67bf88cc763aae600b429a3e,toml,modifying-task-tabular-2,1,7
67bf88cc763aae600b429a3e,toml,modifying-task-tabular-3,1,7
67bf88cc763aae600b429a3e,toml,modifying-task-tabular-4,1,7
67a754a5c8614c52a939d87b,hjson,writing-task-NL,2,3
67a754a5c8614c52a939d87b,hjson,reading-task-tabular-1,2,3
67a754a5c8614c52a939d87b,hjson,reading-task-tabular-2,2,2
67a754a5c8614c52a939d87b,hjson,reading-task-tabular-3,2,3
67a754a5c8614c52a939d87b,hjson,reading-task-tabular-4,1,1
67a754a5c8614c52a939d87b,hjson,reading-task-tabular-5,1,1
67a754a5c8614c52a939d87b,hjson,writing-task-tabular,4,5
67a754a5c8614c52a939d87b,hjson,modifying-task-tabular-1,4,4
67a754a5c8614c52a939d87b,hjson,modifying-task-tabular-2,7,3
67a754a5c8614c52a939d87b,hjson,modifying-task-tabular-3,7,2
67a754a5c8614c52a939d87b,hjson,modifying-task-tabular-4,7,1
60fce3df91350150e2e88423,yaml,writing-task-NL,3,5
60fce3df91350150e2e88423,yaml,reading-task-tabular-1,1,7
60fce3df91350150e2e88423,yaml,reading-task-tabular-2,1,7
60fce3df91350150e2e88423,yaml,reading-task-tabular-3,1,6
60fce3df91350150e2e88423,yaml,reading-task-tabular-4,1,7
60fce3df91350150e2e88423,yaml,reading-task-tabular-5,1,6
60fce3df91350150e2e88423,yaml,writing-task-tabular,5,3
60fce3df91350150e2e88423,yaml,modifying-task-tabular-1,6,2
60fce3df91350150e2e88423,yaml,modifying-task-tabular-2,4,5
60fce3df91350150e2e88423,yaml,modifying-task-tabular-3,6,3
60fce3df91350150e2e88423,yaml,modifying-task-tabular-4,5,2
67d29234dbfdb6668d124115,yaml,writing-task-NL,3,6
67d29234dbfdb6668d124115,yaml,reading-task-tabular-1,4,6
67d29234dbfdb6668d124115,yaml,reading-task-tabular-2,4,6
67d29234dbfdb6668d124115,yaml,reading-task-tabular-3,5,4
67d29234dbfdb6668d124115,yaml,reading-task-tabular-4,3,6
67d29234dbfdb6668d124115,yaml,reading-task-tabular-5,6,2
67d29234dbfdb6668d124115,yaml,writing-task-tabular,6,2
67d29234dbfdb6668d124115,yaml,modifying-task-tabular-1,3,6
67d29234dbfdb6668d124115,yaml,modifying-task-tabular-2,4,4
67d29234dbfdb6668d124115,yaml,modifying-task-tabular-3,6,2
67d29234dbfdb6668d124115,yaml,modifying-task-tabular-4,7,1
65cf6d8a589a67afcab54e6f,hjson,writing-task-NL,1,7
65cf6d8a589a67afcab54e6f,hjson,reading-task-tabular-1,1,7
65cf6d8a589a67afcab54e6f,hjson,reading-task-tabular-2,1,7
65cf6d8a589a67afcab54e6f,hjson,reading-task-tabular-3,1,6
65cf6d8a589a67afcab54e6f,hjson,reading-task-tabular-4,1,7
65cf6d8a589a67afcab54e6f,hjson,reading-task-tabular-5,1,7
65cf6d8a589a67afcab54e6f,hjson,writing-task-tabular,1,7
65cf6d8a589a67afcab54e6f,hjson,modifying-task-tabular-1,1,7
65cf6d8a589a67afcab54e6f,hjson,modifying-task-tabular-2,1,7
65cf6d8a589a67afcab54e6f,hjson,modifying-task-tabular-3,1,7
65cf6d8a589a67afcab54e6f,hjson,modifying-task-tabular-4,1,7
672d98919cc177d28c204e76,json5,writing-task-NL,1,7
672d98919cc177d28c204e76,json5,reading-task-tabular-1,2,6
672d98919cc177d28c204e76,json5,reading-task-tabular-2,5,3
672d98919cc177d28c204e76,json5,reading-task-tabular-3,2,6
672d98919cc177d28c204e76,json5,reading-task-tabular-4,2,6
672d98919cc177d28c204e76,json5,reading-task-tabular-5,2,6
672d98919cc177d28c204e76,json5,writing-task-tabular,7,3
672d98919cc177d28c204e76,json5,modifying-task-tabular-1,2,5
672d98919cc177d28c204e76,json5,modifying-task-tabular-2,2,5
672d98919cc177d28c204e76,json5,modifying-task-tabular-3,3,5
672d98919cc177d28c204e76,json5,modifying-task-tabular-4,6,2
66b0d065329001a04e5ae671,json,writing-task-NL,2,6
66b0d065329001a04e5ae671,json,reading-task-tabular-1,1,7
66b0d065329001a04e5ae671,json,reading-task-tabular-2,1,7
66b0d065329001a04e5ae671,json,reading-task-tabular-3,2,6
66b0d065329001a04e5ae671,json,reading-task-tabular-4,1,7
66b0d065329001a04e5ae671,json,reading-task-tabular-5,2,5
66b0d065329001a04e5ae671,json,writing-task-tabular,4,4
66b0d065329001a04e5ae671,json,modifying-task-tabular-1,7,1
66b0d065329001a04e5ae671,json,modifying-task-tabular-2,1,7
66b0d065329001a04e5ae671,json,modifying-task-tabular-3,2,6
66b0d065329001a04e5ae671,json,modifying-task-tabular-4,3,4
67f1a4f8dd44e7cd5adffa29,json5,writing-task-NL,3,7
67f1a4f8dd44e7cd5adffa29,json5,reading-task-tabular-1,5,7
67f1a4f8dd44e7cd5adffa29,json5,reading-task-tabular-2,4,7
67f1a4f8dd44e7cd5adffa29,json5,reading-task-tabular-3,6,7
67f1a4f8dd44e7cd5adffa29,json5,reading-task-tabular-4,6,6
67f1a4f8dd44e7cd5adffa29,json5,reading-task-tabular-5,6,5
67f1a4f8dd44e7cd5adffa29,json5,writing-task-tabular,7,7
67f1a4f8dd44e7cd5adffa29,json5,modifying-task-tabular-1,7,7
67f1a4f8dd44e7cd5adffa29,json5,modifying-task-tabular-2,7,6
67f1a4f8dd44e7cd5adffa29,json5,modifying-task-tabular-3,7,7
67f1a4f8dd44e7cd5adffa29,json5,modifying-task-tabular-4,6,7
5e3b5fa9255e7a37bc841135,json,writing-task-NL,1,1
5e3b5fa9255e7a37bc841135,json,reading-task-tabular-1,1,7
5e3b5fa9255e7a37bc841135,json,reading-task-tabular-2,1,7
5e3b5fa9255e7a37bc841135,json,reading-task-tabular-3,1,7
5e3b5fa9255e7a37bc841135,json,reading-task-tabular-4,1,6
5e3b5fa9255e7a37bc841135,json,reading-task-tabular-5,1,7
5e3b5fa9255e7a37bc841135,json,writing-task-tabular,6,2
5e3b5fa9255e7a37bc841135,json,modifying-task-tabular-1,2,4
5e3b5fa9255e7a37bc841135,json,modifying-task-tabular-2,2,5
5e3b5fa9255e7a37bc841135,json,modifying-task-tabular-3,2,2
5e3b5fa9255e7a37bc841135,json,modifying-task-tabular-4,4,1
677c52fe648cd68583dd3b1e,xml,writing-task-NL,2,4
677c52fe648cd68583dd3b1e,xml,reading-task-tabular-1,2,4
677c52fe648cd68583dd3b1e,xml,reading-task-tabular-2,2,4
677c52fe648cd68583dd3b1e,xml,reading-task-tabular-3,5,3
677c52fe648cd68583dd3b1e,xml,reading-task-tabular-4,1,7
677c52fe648cd68583dd3b1e,xml,reading-task-tabular-5,1,7
677c52fe648cd68583dd3b1e,xml,writing-task-tabular,4,7
677c52fe648cd68583dd3b1e,xml,modifying-task-tabular-1,2,4
677c52fe648cd68583dd3b1e,xml,modifying-task-tabular-2,6,2
677c52fe648cd68583dd3b1e,xml,modifying-task-tabular-3,4,4
677c52fe648cd68583dd3b1e,xml,modifying-task-tabular-4,6,2
5d30dfa68b1523000134878f,json,writing-task-NL,1,7
5d30dfa68b1523000134878f,json,reading-task-tabular-1,1,7
5d30dfa68b1523000134878f,json,reading-task-tabular-2,1,7
5d30dfa68b1523000134878f,json,reading-task-tabular-3,1,7
5d30dfa68b1523000134878f,json,reading-task-tabular-4,1,7
5d30dfa68b1523000134878f,json,reading-task-tabular-5,1,7
5d30dfa68b1523000134878f,json,writing-task-tabular,4,5
5d30dfa68b1523000134878f,json,modifying-task-tabular-1,2,6
5d30dfa68b1523000134878f,json,modifying-task-tabular-2,1,7
5d30dfa68b1523000134878f,json,modifying-task-tabular-3,2,6
5d30dfa68b1523000134878f,json,modifying-task-tabular-4,4,5
671a519900a99ebc15a67672,yaml,writing-task-NL,3,6
671a519900a99ebc15a67672,yaml,reading-task-tabular-1,1,7
671a519900a99ebc15a67672,yaml,reading-task-tabular-2,4,3
671a519900a99ebc15a67672,yaml,reading-task-tabular-3,4,5
671a519900a99ebc15a67672,yaml,reading-task-tabular-4,7,7
671a519900a99ebc15a67672,yaml,reading-task-tabular-5,3,6
671a519900a99ebc15a67672,yaml,writing-task-tabular,3,6
671a519900a99ebc15a67672,yaml,modifying-task-tabular-1,1,7
671a519900a99ebc15a67672,yaml,modifying-task-tabular-2,1,5
671a519900a99ebc15a67672,yaml,modifying-task-tabular-3,5,4
671a519900a99ebc15a67672,yaml,modifying-task-tabular-4,6,4
672ca6c0324ac26cdc0dd298,json5,writing-task-NL,4,7
672ca6c0324ac26cdc0dd298,json5,reading-task-tabular-1,6,7
672ca6c0324ac26cdc0dd298,json5,reading-task-tabular-2,2,7
672ca6c0324ac26cdc0dd298,json5,reading-task-tabular-3,1,7
672ca6c0324ac26cdc0dd298,json5,reading-task-tabular-4,5,7
672ca6c0324ac26cdc0dd298,json5,reading-task-tabular-5,7,1
672ca6c0324ac26cdc0dd298,json5,writing-task-tabular,7,1
672ca6c0324ac26cdc0dd298,json5,modifying-task-tabular-1,5,7
672ca6c0324ac26cdc0dd298,json5,modifying-task-tabular-2,4,7
672ca6c0324ac26cdc0dd298,json5,modifying-task-tabular-3,1,7
672ca6c0324ac26cdc0dd298,json5,modifying-task-tabular-4,7,1
67d7fa657f5ac0292a291a38,hjson,writing-task-NL,1,7
67d7fa657f5ac0292a291a38,hjson,reading-task-tabular-1,1,7
67d7fa657f5ac0292a291a38,hjson,reading-task-tabular-2,1,7
67d7fa657f5ac0292a291a38,hjson,reading-task-tabular-3,1,7
67d7fa657f5ac0292a291a38,hjson,reading-task-tabular-4,1,7
67d7fa657f5ac0292a291a38,hjson,reading-task-tabular-5,1,7
67d7fa657f5ac0292a291a38,hjson,writing-task-tabular,4,7
67d7fa657f5ac0292a291a38,hjson,modifying-task-tabular-1,5,7
67d7fa657f5ac0292a291a38,hjson,modifying-task-tabular-2,3,7
67d7fa657f5ac0292a291a38,hjson,modifying-task-tabular-3,3,7
67d7fa657f5ac0292a291a38,hjson,modifying-task-tabular-4,5,7
677d185800ab83d1b0185d82,jsonc,writing-task-NL,2,6
677d185800ab83d1b0185d82,jsonc,reading-task-tabular-1,4,6
677d185800ab83d1b0185d82,jsonc,reading-task-tabular-2,4,4
677d185800ab83d1b0185d82,jsonc,reading-task-tabular-3,4,4
677d185800ab83d1b0185d82,jsonc,reading-task-tabular-4,3,5
677d185800ab83d1b0185d82,jsonc,reading-task-tabular-5,2,3
677d185800ab83d1b0185d82,jsonc,writing-task-tabular,7,3
677d185800ab83d1b0185d82,jsonc,modifying-task-tabular-1,6,5
677d185800ab83d1b0185d82,jsonc,modifying-task-tabular-2,7,2
677d185800ab83d1b0185d82,jsonc,modifying-task-tabular-3,5,4
677d185800ab83d1b0185d82,jsonc,modifying-task-tabular-4,4,6
5b68c9eb87af310001584803,json5,writing-task-NL,2,7
5b68c9eb87af310001584803,json5,reading-task-tabular-1,1,7
5b68c9eb87af310001584803,json5,reading-task-tabular-2,2,7
5b68c9eb87af310001584803,json5,reading-task-tabular-3,1,7
5b68c9eb87af310001584803,json5,reading-task-tabular-4,1,7
5b68c9eb87af310001584803,json5,reading-task-tabular-5,1,7
5b68c9eb87af310001584803,json5,writing-task-tabular,6,3
5b68c9eb87af310001584803,json5,modifying-task-tabular-1,3,6
5b68c9eb87af310001584803,json5,modifying-task-tabular-2,3,7
5b68c9eb87af310001584803,json5,modifying-task-tabular-3,1,7
5b68c9eb87af310001584803,json5,modifying-task-tabular-4,7,2
6784ff2095dd9b97e969b01f,jsonc,writing-task-NL,2,5
6784ff2095dd9b97e969b01f,jsonc,reading-task-tabular-1,1,6
6784ff2095dd9b97e969b01f,jsonc,reading-task-tabular-2,1,6
6784ff2095dd9b97e969b01f,jsonc,reading-task-tabular-3,2,5
6784ff2095dd9b97e969b01f,jsonc,reading-task-tabular-4,1,7
6784ff2095dd9b97e969b01f,jsonc,reading-task-tabular-5,4,3
6784ff2095dd9b97e969b01f,jsonc,writing-task-tabular,6,2
6784ff2095dd9b97e969b01f,jsonc,modifying-task-tabular-1,3,5
6784ff2095dd9b97e969b01f,jsonc,modifying-task-tabular-2,3,5
6784ff2095dd9b97e969b01f,jsonc,modifying-task-tabular-3,3,4
6784ff2095dd9b97e969b01f,jsonc,modifying-task-tabular-4,4,5
67eff2b1a264260e948a4d14,xml,writing-task-NL,5,6
67eff2b1a264260e948a4d14,xml,reading-task-tabular-1,7,1
67eff2b1a264260e948a4d14,xml,reading-task-tabular-2,2,7
67eff2b1a264260e948a4d14,xml,reading-task-tabular-3,1,7
67eff2b1a264260e948a4d14,xml,reading-task-tabular-4,1,7
67eff2b1a264260e948a4d14,xml,reading-task-tabular-5,1,7
67eff2b1a264260e948a4d14,xml,writing-task-tabular,7,1
67eff2b1a264260e948a4d14,xml,modifying-task-tabular-1,7,1
67eff2b1a264260e948a4d14,xml,modifying-task-tabular-2,1,7
67eff2b1a264260e948a4d14,xml,modifying-task-tabular-3,1,7
67eff2b1a264260e948a4d14,xml,modifying-task-tabular-4,1,7
5ecc71c95c92c2000a9e9a19,jsonc,writing-task-NL,1,7
5ecc71c95c92c2000a9e9a19,jsonc,reading-task-tabular-1,1,7
5ecc71c95c92c2000a9e9a19,jsonc,reading-task-tabular-2,1,7
5ecc71c95c92c2000a9e9a19,jsonc,reading-task-tabular-3,1,7
5ecc71c95c92c2000a9e9a19,jsonc,reading-task-tabular-4,1,7
5ecc71c95c92c2000a9e9a19,jsonc,reading-task-tabular-5,1,7
5ecc71c95c92c2000a9e9a19,jsonc,writing-task-tabular,7,1
5ecc71c95c92c2000a9e9a19,jsonc,modifying-task-tabular-1,1,7
5ecc71c95c92c2000a9e9a19,jsonc,modifying-task-tabular-2,1,7
5ecc71c95c92c2000a9e9a19,jsonc,modifying-task-tabular-3,2,6
5ecc71c95c92c2000a9e9a19,jsonc,modifying-task-tabular-4,7,1
61267b828ead584bcf092e35,hjson,writing-task-NL,1,7
61267b828ead584bcf092e35,hjson,reading-task-tabular-1,1,7
61267b828ead584bcf092e35,hjson,reading-task-tabular-2,1,7
61267b828ead584bcf092e35,hjson,reading-task-tabular-3,1,7
61267b828ead584bcf092e35,hjson,reading-task-tabular-4,1,7
61267b828ead584bcf092e35,hjson,reading-task-tabular-5,2,7
61267b828ead584bcf092e35,hjson,writing-task-tabular,6,7
61267b828ead584bcf092e35,hjson,modifying-task-tabular-1,3,7
61267b828ead584bcf092e35,hjson,modifying-task-tabular-2,1,7
61267b828ead584bcf092e35,hjson,modifying-task-tabular-3,4,3
61267b828ead584bcf092e35,hjson,modifying-task-tabular-4,7,7
6501c0a2e788b5556c24569d,xml,writing-task-NL,4,6
6501c0a2e788b5556c24569d,xml,reading-task-tabular-1,6,6
6501c0a2e788b5556c24569d,xml,reading-task-tabular-2,5,6
6501c0a2e788b5556c24569d,xml,reading-task-tabular-3,6,6
6501c0a2e788b5556c24569d,xml,reading-task-tabular-4,6,6
6501c0a2e788b5556c24569d,xml,reading-task-tabular-5,6,6
6501c0a2e788b5556c24569d,xml,writing-task-tabular,6,5
6501c0a2e788b5556c24569d,xml,modifying-task-tabular-1,5,5
6501c0a2e788b5556c24569d,xml,modifying-task-tabular-2,6,6
6501c0a2e788b5556c24569d,xml,modifying-task-tabular-3,6,6
6501c0a2e788b5556c24569d,xml,modifying-task-tabular-4,6,6
637d8ca00150ac6e71a34ec9,yaml,writing-task-NL,1,7
637d8ca00150ac6e71a34ec9,yaml,reading-task-tabular-1,6,2
637d8ca00150ac6e71a34ec9,yaml,reading-task-tabular-2,1,7
637d8ca00150ac6e71a34ec9,yaml,reading-task-tabular-3,1,7
637d8ca00150ac6e71a34ec9,yaml,reading-task-tabular-4,1,7
637d8ca00150ac6e71a34ec9,yaml,reading-task-tabular-5,3,6
637d8ca00150ac6e71a34ec9,yaml,writing-task-tabular,7,1
637d8ca00150ac6e71a34ec9,yaml,modifying-task-tabular-1,7,1
637d8ca00150ac6e71a34ec9,yaml,modifying-task-tabular-2,2,6
637d8ca00150ac6e71a34ec9,yaml,modifying-task-tabular-3,7,1
637d8ca00150ac6e71a34ec9,yaml,modifying-task-tabular-4,7,1
67cb01a82dda2577eb6ee320,json,writing-task-NL,2,6
67cb01a82dda2577eb6ee320,json,reading-task-tabular-1,3,6
67cb01a82dda2577eb6ee320,json,reading-task-tabular-2,2,6
67cb01a82dda2577eb6ee320,json,reading-task-tabular-3,2,6
67cb01a82dda2577eb6ee320,json,reading-task-tabular-4,2,7
67cb01a82dda2577eb6ee320,json,reading-task-tabular-5,2,7
67cb01a82dda2577eb6ee320,json,writing-task-tabular,2,6
67cb01a82dda2577eb6ee320,json,modifying-task-tabular-1,2,6
67cb01a82dda2577eb6ee320,json,modifying-task-tabular-2,2,6
67cb01a82dda2577eb6ee320,json,modifying-task-tabular-3,2,6
67cb01a82dda2577eb6ee320,json,modifying-task-tabular-4,2,6
67e17bac09359e09118892b4,json5,writing-task-NL,7,3
67e17bac09359e09118892b4,json5,reading-task-tabular-1,1,1
67e17bac09359e09118892b4,json5,reading-task-tabular-2,1,1
67e17bac09359e09118892b4,json5,reading-task-tabular-3,4,4
67e17bac09359e09118892b4,json5,reading-task-tabular-4,1,1
67e17bac09359e09118892b4,json5,reading-task-tabular-5,6,2
67e17bac09359e09118892b4,json5,writing-task-tabular,1,2
67e17bac09359e09118892b4,json5,modifying-task-tabular-1,7,7
67e17bac09359e09118892b4,json5,modifying-task-tabular-2,1,1
67e17bac09359e09118892b4,json5,modifying-task-tabular-3,1,1
67e17bac09359e09118892b4,json5,modifying-task-tabular-4,5,5
6606b31155457e4f162ecf5a,json5,writing-task-NL,3,7
6606b31155457e4f162ecf5a,json5,reading-task-tabular-1,2,7
6606b31155457e4f162ecf5a,json5,reading-task-tabular-2,3,7
6606b31155457e4f162ecf5a,json5,reading-task-tabular-3,4,7
6606b31155457e4f162ecf5a,json5,reading-task-tabular-4,2,7
6606b31155457e4f162ecf5a,json5,reading-task-tabular-5,3,7
6606b31155457e4f162ecf5a,json5,writing-task-tabular,6,7
6606b31155457e4f162ecf5a,json5,modifying-task-tabular-1,4,6
6606b31155457e4f162ecf5a,json5,modifying-task-tabular-2,5,7
6606b31155457e4f162ecf5a,json5,modifying-task-tabular-3,3,7
6606b31155457e4f162ecf5a,json5,modifying-task-tabular-4,6,7
63e5b3e89a3823139cb9d35e,toml,writing-task-NL,1,7
63e5b3e89a3823139cb9d35e,toml,reading-task-tabular-1,5,4
63e5b3e89a3823139cb9d35e,toml,reading-task-tabular-2,2,6
63e5b3e89a3823139cb9d35e,toml,reading-task-tabular-3,6,6
63e5b3e89a3823139cb9d35e,toml,reading-task-tabular-4,7,7
63e5b3e89a3823139cb9d35e,toml,reading-task-tabular-5,6,6
63e5b3e89a3823139cb9d35e,toml,writing-task-tabular,6,7
63e5b3e89a3823139cb9d35e,toml,modifying-task-tabular-1,6,5
63e5b3e89a3823139cb9d35e,toml,modifying-task-tabular-2,1,7
63e5b3e89a3823139cb9d35e,toml,modifying-task-tabular-3,1,7
63e5b3e89a3823139cb9d35e,toml,modifying-task-tabular-4,4,4
66bb6b7e0ccbed81f3ed30a8,xml,writing-task-NL,4,2
66bb6b7e0ccbed81f3ed30a8,xml,reading-task-tabular-1,7,1
66bb6b7e0ccbed81f3ed30a8,xml,reading-task-tabular-2,6,2
66bb6b7e0ccbed81f3ed30a8,xml,reading-task-tabular-3,6,2
66bb6b7e0ccbed81f3ed30a8,xml,reading-task-tabular-4,3,5
66bb6b7e0ccbed81f3ed30a8,xml,reading-task-tabular-5,7,1
66bb6b7e0ccbed81f3ed30a8,xml,writing-task-tabular,7,1
66bb6b7e0ccbed81f3ed30a8,xml,modifying-task-tabular-1,5,3
66bb6b7e0ccbed81f3ed30a8,xml,modifying-task-tabular-2,6,2
66bb6b7e0ccbed81f3ed30a8,xml,modifying-task-tabular-3,7,1
66bb6b7e0ccbed81f3ed30a8,xml,modifying-task-tabular-4,7,1
6753746b1f8827e2bd586bf0,xml,writing-task-NL,1,7
