participantId,task,score,format
66a9285501ac98053902d481,effort,100,toml
66a662a0a709312db9de01f2,effort,98,jsonc
66b246951b9aefec80b7158a,effort,80,json
5d766978f47e6200019a2acf,effort,75,yaml
677d32c679491be18090225b,effort,39,xml
67d163e7b7bcc1e9718e01da,effort,32,json5
665c5d94303fdf202ac9ded0,effort,70,toml
67ab650c320eccf6141d4010,effort,60,jsonc
65fad673a546ab14baf2f8d3,effort,85,json5
67f1c7bd6f1c4a3d8deae02f,effort,100,toml
67adb27bd5f5776fcb16da62,effort,80,hjson
6675c40cdc52b37294f0514e,effort,96,hjson
64457bc906c125cebd4bf66b,frustration,94,json5
6697c8b6d9d7baa7edd8c4d3,frustration,75,hjson
67e25388d573ec2d5f1c8442,frustration,5,yaml
67e5cf90b79d0874e1cf16b0,frustration,61,toml
67d00f24466a67ba7e41228e,frustration,75,toml
66475d6f7b27e4443ef0d031,frustration,46,json
6672d878f68b9e349b56e871,frustration,99,toml
67f5bb69760b211cdfe8021c,frustration,60,jsonc
67e571bef6af7ecd9c29ad72,frustration,90,json
60f1f1d4ac991a259b83f603,frustration,0,json
678f0bb28ec3307e4f1afb78,frustration,20,hjson
669b961e1c9cf30a26bb57d2,frustration,86,xml
673c13c9d37c8a73bc80b8ce,frustration,45,json
66992f58a7964f557fc75f58,frustration,35,toml
60721c2da01b3a616edba9a7,frustration,100,xml
673e43cc760355e9e4f042a3,frustration,10,json5
60a0b744298c64d46b63e893,frustration,40,hjson
67dc19c31078d1581e39e75a,frustration,50,yaml
678bad003d15e6aba1ee5a5d,frustration,20,jsonc
66cdfebcb908ea2717d06b6c,frustration,81,hjson
67f0c5d37f91ceae5cb3b318,frustration,21,jsonc
56cb8858edf8da000b6df354,frustration,20,hjson
67aee0dfad3492b61a9ba0eb,frustration,15,jsonc
667971a555af1f83d3f29ae7,frustration,60,hjson
5c6414540821d30001046198,frustration,85,hjson
6788c1c724c24dc56b08790a,frustration,25,json5
67adb520391eb17f214a50b4,frustration,5,yaml
67d95269b47464c18da766ca,frustration,50,xml
64275e53f51a5ed4f6b7d019,frustration,0,toml
6734346ca8e90c2da6fb4509,frustration,10,jsonc
66049694dfb8828a8f3dce70,frustration,20,yaml
67ab214c2cde1be7c45535ac,frustration,100,jsonc
607728dc0b4f8590b94ae57c,frustration,38,jsonc
667c18ace97ab6869cb1c50e,frustration,5,hjson
667ac09492ea0caadf488520,frustration,65,json
6740ae39809389d7da9de209,frustration,79,xml
67c246023b44ca64d40ae45a,frustration,100,json5
67debe02a893eea51e8d02f2,frustration,86,json
673d0377254c407e5da57f97,frustration,5,toml
62fd14d7b1e0729dc8aadb79,frustration,50,xml
5dafea4de40355001651fa2f,frustration,53,jsonc
6787e4bd2bf9557a90208f03,frustration,35,yaml
5e8a5a892f6f027054a83d88,frustration,35,toml
67e4920c40c9561040ca01d0,frustration,80,xml
615200d54efc832849db2259,frustration,80,json
67f184a3b82990251abd1592,frustration,90,yaml
67bf88cc763aae600b429a3e,frustration,34,toml
67a754a5c8614c52a939d87b,frustration,83,hjson
60fce3df91350150e2e88423,frustration,70,yaml
67d29234dbfdb6668d124115,frustration,90,yaml
65cf6d8a589a67afcab54e6f,frustration,0,hjson
672d98919cc177d28c204e76,frustration,90,json5
66b0d065329001a04e5ae671,frustration,32,json
67f1a4f8dd44e7cd5adffa29,frustration,60,json5
5e3b5fa9255e7a37bc841135,frustration,40,json
677c52fe648cd68583dd3b1e,frustration,80,xml
5d30dfa68b1523000134878f,frustration,87,json
671a519900a99ebc15a67672,frustration,69,yaml
672ca6c0324ac26cdc0dd298,frustration,99,json5
67d7fa657f5ac0292a291a38,frustration,0,hjson
677d185800ab83d1b0185d82,frustration,69,jsonc
5b68c9eb87af310001584803,frustration,70,json5
6784ff2095dd9b97e969b01f,frustration,65,jsonc
67eff2b1a264260e948a4d14,frustration,60,xml
5ecc71c95c92c2000a9e9a19,frustration,65,jsonc
61267b828ead584bcf092e35,frustration,82,hjson
6501c0a2e788b5556c24569d,frustration,34,xml
637d8ca00150ac6e71a34ec9,frustration,85,yaml
67cb01a82dda2577eb6ee320,frustration,58,json
67e17bac09359e09118892b4,frustration,3,json5
6606b31155457e4f162ecf5a,frustration,75,json5
63e5b3e89a3823139cb9d35e,frustration,10,toml
66bb6b7e0ccbed81f3ed30a8,frustration,65,xml
6753746b1f8827e2bd586bf0,frustration,94,xml
67cd944859dabbd1d4552d39,frustration,75,json
57c357770e6a1f00015f6038,frustration,86,json
67d188bcc201cc08eac23f92,frustration,54,json5
67f3619e16d4ca195fbd1bd0,frustration,20,yaml
66781db404eab5e142f849d9,frustration,48,jsonc
667c2175b570aa694ce2f63c,frustration,65,toml
67d1283c8f6169900d0072d2,frustration,94,yaml
5f29eff59714081a3594a331,frustration,55,json
65be552ceed6a0595fa1feb5,frustration,97,json
6577a27da9f5297d49f38e6f,frustration,40,hjson
67eefd0739d752c54dd52686,frustration,48,toml
67e12acb51605ac16c227598,frustration,60,jsonc
67d9788747176969d8d0fa1d,frustration,43,hjson
669a84e18da4349ece0ea67c,frustration,35,xml
67d548b5aa5737666a77a6d2,frustration,30,json5
67ab57e88fd0774428bd1f32,frustration,84,xml
667983594f7d5d70a78c6e5a,frustration,56,json
67f913a9b5c79e960807c7e3,frustration,5,yaml
672003022f1b667a20157c45,frustration,5,yaml
671b65fe04c301eb14263ba5,frustration,71,toml
6787d648d7b1963c661f9443,frustration,83,json5
66a9285501ac98053902d481,frustration,40,toml
66a662a0a709312db9de01f2,frustration,97,jsonc
66b246951b9aefec80b7158a,frustration,25,json
5d766978f47e6200019a2acf,frustration,30,yaml
677d32c679491be18090225b,frustration,8,xml
67d163e7b7bcc1e9718e01da,frustration,42,json5
665c5d94303fdf202ac9ded0,frustration,40,toml
67ab650c320eccf6141d4010,frustration,62,jsonc
65fad673a546ab14baf2f8d3,frustration,75,json5
67f1c7bd6f1c4a3d8deae02f,frustration,10,toml
67adb27bd5f5776fcb16da62,frustration,55,hjson
6675c40cdc52b37294f0514e,frustration,68,hjson
