participantId,task,format,correct count,score
57c357770e6a1f00015f6038,reading-task-tabular-5,json,1,1.0
67d188bcc201cc08eac23f92,reading-task-tabular-1,json5,1,1.0
67d188bcc201cc08eac23f92,reading-task-tabular-2,json5,1,1.0
67d188bcc201cc08eac23f92,reading-task-tabular-3,json5,0,0.0
67d188bcc201cc08eac23f92,reading-task-tabular-4,json5,1,1.0
67d188bcc201cc08eac23f92,reading-task-tabular-5,json5,0,0.0
67f3619e16d4ca195fbd1bd0,reading-task-tabular-1,yaml,1,1.0
67f3619e16d4ca195fbd1bd0,reading-task-tabular-2,yaml,1,1.0
67f3619e16d4ca195fbd1bd0,reading-task-tabular-3,yaml,0,0.0
67f3619e16d4ca195fbd1bd0,reading-task-tabular-4,yaml,1,1.0
67f3619e16d4ca195fbd1bd0,reading-task-tabular-5,yaml,1,1.0
66781db404eab5e142f849d9,reading-task-tabular-1,jsonc,0,0.0
66781db404eab5e142f849d9,reading-task-tabular-2,jsonc,1,1.0
66781db404eab5e142f849d9,reading-task-tabular-3,jsonc,1,1.0
66781db404eab5e142f849d9,reading-task-tabular-4,jsonc,0,0.0
66781db404eab5e142f849d9,reading-task-tabular-5,jsonc,0,0.0
667c2175b570aa694ce2f63c,reading-task-tabular-1,toml,1,1.0
667c2175b570aa694ce2f63c,reading-task-tabular-2,toml,1,1.0
667c2175b570aa694ce2f63c,reading-task-tabular-3,toml,1,1.0
667c2175b570aa694ce2f63c,reading-task-tabular-4,toml,1,1.0
667c2175b570aa694ce2f63c,reading-task-tabular-5,toml,0,0.0
67d1283c8f6169900d0072d2,reading-task-tabular-1,yaml,1,1.0
67d1283c8f6169900d0072d2,reading-task-tabular-2,yaml,0,0.0
67d1283c8f6169900d0072d2,reading-task-tabular-3,yaml,0,0.0
67d1283c8f6169900d0072d2,reading-task-tabular-4,yaml,1,1.0
67d1283c8f6169900d0072d2,reading-task-tabular-5,yaml,1,1.0
5f29eff59714081a3594a331,reading-task-tabular-1,json,1,1.0
5f29eff59714081a3594a331,reading-task-tabular-2,json,1,1.0
5f29eff59714081a3594a331,reading-task-tabular-3,json,1,1.0
5f29eff59714081a3594a331,reading-task-tabular-4,json,1,1.0
5f29eff59714081a3594a331,reading-task-tabular-5,json,1,1.0
65be552ceed6a0595fa1feb5,reading-task-tabular-1,json,1,1.0
65be552ceed6a0595fa1feb5,reading-task-tabular-2,json,1,1.0
65be552ceed6a0595fa1feb5,reading-task-tabular-3,json,0,0.0
65be552ceed6a0595fa1feb5,reading-task-tabular-4,json,1,1.0
65be552ceed6a0595fa1feb5,reading-task-tabular-5,json,0,0.0
6577a27da9f5297d49f38e6f,reading-task-tabular-1,hjson,1,1.0
6577a27da9f5297d49f38e6f,reading-task-tabular-2,hjson,1,1.0
6577a27da9f5297d49f38e6f,reading-task-tabular-3,hjson,1,1.0
6577a27da9f5297d49f38e6f,reading-task-tabular-4,hjson,1,1.0
6577a27da9f5297d49f38e6f,reading-task-tabular-5,hjson,0,0.0
67eefd0739d752c54dd52686,reading-task-tabular-1,toml,0,0.0
67eefd0739d752c54dd52686,reading-task-tabular-2,toml,1,1.0
67eefd0739d752c54dd52686,reading-task-tabular-3,toml,0,0.0
67eefd0739d752c54dd52686,reading-task-tabular-4,toml,1,1.0
67eefd0739d752c54dd52686,reading-task-tabular-5,toml,0,0.0
67e12acb51605ac16c227598,reading-task-tabular-1,jsonc,1,1.0
67e12acb51605ac16c227598,reading-task-tabular-2,jsonc,1,1.0
67e12acb51605ac16c227598,reading-task-tabular-3,jsonc,0,0.0
67e12acb51605ac16c227598,reading-task-tabular-4,jsonc,1,1.0
67e12acb51605ac16c227598,reading-task-tabular-5,jsonc,0,0.0
67d9788747176969d8d0fa1d,reading-task-tabular-1,hjson,1,1.0
67d9788747176969d8d0fa1d,reading-task-tabular-2,hjson,1,1.0
67d9788747176969d8d0fa1d,reading-task-tabular-3,hjson,1,1.0
67d9788747176969d8d0fa1d,reading-task-tabular-4,hjson,1,1.0
67d9788747176969d8d0fa1d,reading-task-tabular-5,hjson,0,0.0
669a84e18da4349ece0ea67c,reading-task-tabular-1,xml,0,0.0
669a84e18da4349ece0ea67c,reading-task-tabular-2,xml,1,1.0
669a84e18da4349ece0ea67c,reading-task-tabular-3,xml,0,0.0
669a84e18da4349ece0ea67c,reading-task-tabular-4,xml,1,1.0
669a84e18da4349ece0ea67c,reading-task-tabular-5,xml,0,0.0
67d548b5aa5737666a77a6d2,reading-task-tabular-1,json5,0,0.0
67d548b5aa5737666a77a6d2,reading-task-tabular-2,json5,1,1.0
67d548b5aa5737666a77a6d2,reading-task-tabular-3,json5,0,0.0
67d548b5aa5737666a77a6d2,reading-task-tabular-4,json5,0,0.0
67d548b5aa5737666a77a6d2,reading-task-tabular-5,json5,1,1.0
67ab57e88fd0774428bd1f32,reading-task-tabular-1,xml,1,1.0
67ab57e88fd0774428bd1f32,reading-task-tabular-2,xml,1,1.0
67ab57e88fd0774428bd1f32,reading-task-tabular-3,xml,1,1.0
67ab57e88fd0774428bd1f32,reading-task-tabular-4,xml,1,1.0
67ab57e88fd0774428bd1f32,reading-task-tabular-5,xml,1,1.0
667983594f7d5d70a78c6e5a,reading-task-tabular-1,json,1,1.0
667983594f7d5d70a78c6e5a,reading-task-tabular-2,json,1,1.0
667983594f7d5d70a78c6e5a,reading-task-tabular-3,json,1,1.0
667983594f7d5d70a78c6e5a,reading-task-tabular-4,json,1,1.0
667983594f7d5d70a78c6e5a,reading-task-tabular-5,json,1,1.0
67f913a9b5c79e960807c7e3,reading-task-tabular-1,yaml,1,1.0
67f913a9b5c79e960807c7e3,reading-task-tabular-2,yaml,1,1.0
67f913a9b5c79e960807c7e3,reading-task-tabular-3,yaml,0,0.0
67f913a9b5c79e960807c7e3,reading-task-tabular-4,yaml,1,1.0
67f913a9b5c79e960807c7e3,reading-task-tabular-5,yaml,1,1.0
672003022f1b667a20157c45,reading-task-tabular-1,yaml,0,0.0
672003022f1b667a20157c45,reading-task-tabular-2,yaml,0,0.0
672003022f1b667a20157c45,reading-task-tabular-3,yaml,1,1.0
672003022f1b667a20157c45,reading-task-tabular-4,yaml,1,1.0
672003022f1b667a20157c45,reading-task-tabular-5,yaml,1,1.0
671b65fe04c301eb14263ba5,reading-task-tabular-1,toml,1,1.0
671b65fe04c301eb14263ba5,reading-task-tabular-2,toml,1,1.0
671b65fe04c301eb14263ba5,reading-task-tabular-3,toml,1,1.0
671b65fe04c301eb14263ba5,reading-task-tabular-4,toml,1,1.0
671b65fe04c301eb14263ba5,reading-task-tabular-5,toml,1,1.0
6787d648d7b1963c661f9443,reading-task-tabular-1,json5,1,1.0
6787d648d7b1963c661f9443,reading-task-tabular-2,json5,1,1.0
6787d648d7b1963c661f9443,reading-task-tabular-3,json5,1,1.0
6787d648d7b1963c661f9443,reading-task-tabular-4,json5,0,0.0
6787d648d7b1963c661f9443,reading-task-tabular-5,json5,0,0.0
66a9285501ac98053902d481,reading-task-tabular-1,toml,1,1.0
66a9285501ac98053902d481,reading-task-tabular-2,toml,1,1.0
66a9285501ac98053902d481,reading-task-tabular-3,toml,1,1.0
66a9285501ac98053902d481,reading-task-tabular-4,toml,1,1.0
66a9285501ac98053902d481,reading-task-tabular-5,toml,0,0.0
66a662a0a709312db9de01f2,reading-task-tabular-1,jsonc,1,1.0
66a662a0a709312db9de01f2,reading-task-tabular-2,jsonc,1,1.0
66a662a0a709312db9de01f2,reading-task-tabular-3,jsonc,1,1.0
66a662a0a709312db9de01f2,reading-task-tabular-4,jsonc,1,1.0
66a662a0a709312db9de01f2,reading-task-tabular-5,jsonc,0,0.0
66b246951b9aefec80b7158a,reading-task-tabular-1,json,1,1.0
66b246951b9aefec80b7158a,reading-task-tabular-2,json,1,1.0
66b246951b9aefec80b7158a,reading-task-tabular-3,json,1,1.0
66b246951b9aefec80b7158a,reading-task-tabular-4,json,1,1.0
66b246951b9aefec80b7158a,reading-task-tabular-5,json,1,1.0
5d766978f47e6200019a2acf,reading-task-tabular-1,yaml,1,1.0
5d766978f47e6200019a2acf,reading-task-tabular-2,yaml,1,1.0
5d766978f47e6200019a2acf,reading-task-tabular-3,yaml,1,1.0
5d766978f47e6200019a2acf,reading-task-tabular-4,yaml,1,1.0
5d766978f47e6200019a2acf,reading-task-tabular-5,yaml,1,1.0
677d32c679491be18090225b,reading-task-tabular-1,xml,1,1.0
677d32c679491be18090225b,reading-task-tabular-2,xml,1,1.0
677d32c679491be18090225b,reading-task-tabular-3,xml,0,0.0
677d32c679491be18090225b,reading-task-tabular-4,xml,0,0.0
677d32c679491be18090225b,reading-task-tabular-5,xml,0,0.0
67d163e7b7bcc1e9718e01da,reading-task-tabular-1,json5,1,1.0
67d163e7b7bcc1e9718e01da,reading-task-tabular-2,json5,0,0.0
67d163e7b7bcc1e9718e01da,reading-task-tabular-3,json5,0,0.0
67d163e7b7bcc1e9718e01da,reading-task-tabular-4,json5,1,1.0
67d163e7b7bcc1e9718e01da,reading-task-tabular-5,json5,1,1.0
665c5d94303fdf202ac9ded0,reading-task-tabular-1,toml,0,0.0
665c5d94303fdf202ac9ded0,reading-task-tabular-2,toml,1,1.0
665c5d94303fdf202ac9ded0,reading-task-tabular-3,toml,1,1.0
665c5d94303fdf202ac9ded0,reading-task-tabular-4,toml,1,1.0
665c5d94303fdf202ac9ded0,reading-task-tabular-5,toml,0,0.0
67ab650c320eccf6141d4010,reading-task-tabular-1,jsonc,0,0.0
67ab650c320eccf6141d4010,reading-task-tabular-2,jsonc,1,1.0
67ab650c320eccf6141d4010,reading-task-tabular-3,jsonc,0,0.0
67ab650c320eccf6141d4010,reading-task-tabular-4,jsonc,0,0.0
67ab650c320eccf6141d4010,reading-task-tabular-5,jsonc,0,0.0
65fad673a546ab14baf2f8d3,reading-task-tabular-1,json5,1,1.0
65fad673a546ab14baf2f8d3,reading-task-tabular-2,json5,1,1.0
65fad673a546ab14baf2f8d3,reading-task-tabular-3,json5,1,1.0
65fad673a546ab14baf2f8d3,reading-task-tabular-4,json5,1,1.0
65fad673a546ab14baf2f8d3,reading-task-tabular-5,json5,1,1.0
67f1c7bd6f1c4a3d8deae02f,reading-task-tabular-1,toml,1,1.0
67f1c7bd6f1c4a3d8deae02f,reading-task-tabular-2,toml,1,1.0
67f1c7bd6f1c4a3d8deae02f,reading-task-tabular-3,toml,1,1.0
67f1c7bd6f1c4a3d8deae02f,reading-task-tabular-4,toml,1,1.0
67f1c7bd6f1c4a3d8deae02f,reading-task-tabular-5,toml,1,1.0
67adb27bd5f5776fcb16da62,reading-task-tabular-1,hjson,1,1.0
67adb27bd5f5776fcb16da62,reading-task-tabular-2,hjson,1,1.0
67adb27bd5f5776fcb16da62,reading-task-tabular-3,hjson,0,0.0
67adb27bd5f5776fcb16da62,reading-task-tabular-4,hjson,1,1.0
67adb27bd5f5776fcb16da62,reading-task-tabular-5,hjson,1,1.0
6675c40cdc52b37294f0514e,reading-task-tabular-1,hjson,1,1.0
6675c40cdc52b37294f0514e,reading-task-tabular-2,hjson,1,1.0
6675c40cdc52b37294f0514e,reading-task-tabular-3,hjson,1,1.0
6675c40cdc52b37294f0514e,reading-task-tabular-4,hjson,1,1.0
6675c40cdc52b37294f0514e,reading-task-tabular-5,hjson,0,0.0
56cb8858edf8da000b6df354,reading-task-tabular,hjson,5,1.0
57c357770e6a1f00015f6038,reading-task-tabular,json,5,1.0
5b68c9eb87af310001584803,reading-task-tabular,json5,4,0.8
5c6414540821d30001046198,reading-task-tabular,hjson,5,1.0
5d30dfa68b1523000134878f,reading-task-tabular,json,5,1.0
5d766978f47e6200019a2acf,reading-task-tabular,yaml,5,1.0
5dafea4de40355001651fa2f,reading-task-tabular,jsonc,3,0.6
5e3b5fa9255e7a37bc841135,reading-task-tabular,json,5,1.0
5e8a5a892f6f027054a83d88,reading-task-tabular,toml,4,0.8
5ecc71c95c92c2000a9e9a19,reading-task-tabular,jsonc,5,1.0
5f29eff59714081a3594a331,reading-task-tabular,json,5,1.0
60721c2da01b3a616edba9a7,reading-task-tabular,xml,3,0.6
607728dc0b4f8590b94ae57c,reading-task-tabular,jsonc,5,1.0
60a0b744298c64d46b63e893,reading-task-tabular,hjson,5,1.0
60f1f1d4ac991a259b83f603,reading-task-tabular,json,4,0.8
60fce3df91350150e2e88423,reading-task-tabular,yaml,5,1.0
61267b828ead584bcf092e35,reading-task-tabular,hjson,5,1.0
615200d54efc832849db2259,reading-task-tabular,json,5,1.0
62fd14d7b1e0729dc8aadb79,reading-task-tabular,xml,5,1.0
637d8ca00150ac6e71a34ec9,reading-task-tabular,yaml,5,1.0
63e5b3e89a3823139cb9d35e,reading-task-tabular,toml,5,1.0
64275e53f51a5ed4f6b7d019,reading-task-tabular,toml,5,1.0
64457bc906c125cebd4bf66b,reading-task-tabular,json5,4,0.8
6501c0a2e788b5556c24569d,reading-task-tabular,xml,5,1.0
6577a27da9f5297d49f38e6f,reading-task-tabular,hjson,4,0.8
65be552ceed6a0595fa1feb5,reading-task-tabular,json,3,0.6
65cf6d8a589a67afcab54e6f,reading-task-tabular,hjson,5,1.0
65fad673a546ab14baf2f8d3,reading-task-tabular,json5,5,1.0
66049694dfb8828a8f3dce70,reading-task-tabular,yaml,5,1.0
6606b31155457e4f162ecf5a,reading-task-tabular,json5,5,1.0
66475d6f7b27e4443ef0d031,reading-task-tabular,json,5,1.0
665c5d94303fdf202ac9ded0,reading-task-tabular,toml,3,0.6
6672d878f68b9e349b56e871,reading-task-tabular,toml,5,1.0
6675c40cdc52b37294f0514e,reading-task-tabular,hjson,4,0.8
66781db404eab5e142f849d9,reading-task-tabular,jsonc,2,0.4
667971a555af1f83d3f29ae7,reading-task-tabular,hjson,5,1.0
667983594f7d5d70a78c6e5a,reading-task-tabular,json,5,1.0
667ac09492ea0caadf488520,reading-task-tabular,json,1,0.2
667c18ace97ab6869cb1c50e,reading-task-tabular,hjson,4,0.8
667c2175b570aa694ce2f63c,reading-task-tabular,toml,4,0.8
6697c8b6d9d7baa7edd8c4d3,reading-task-tabular,hjson,4,0.8
66992f58a7964f557fc75f58,reading-task-tabular,toml,5,1.0
669a84e18da4349ece0ea67c,reading-task-tabular,xml,2,0.4
669b961e1c9cf30a26bb57d2,reading-task-tabular,xml,5,1.0
66a662a0a709312db9de01f2,reading-task-tabular,jsonc,4,0.8
66a9285501ac98053902d481,reading-task-tabular,toml,4,0.8
66b0d065329001a04e5ae671,reading-task-tabular,json,4,0.8
66b246951b9aefec80b7158a,reading-task-tabular,json,5,1.0
66bb6b7e0ccbed81f3ed30a8,reading-task-tabular,xml,3,0.6
66cdfebcb908ea2717d06b6c,reading-task-tabular,hjson,4,0.8
671a519900a99ebc15a67672,reading-task-tabular,yaml,3,0.6
671b65fe04c301eb14263ba5,reading-task-tabular,toml,5,1.0
672003022f1b667a20157c45,reading-task-tabular,yaml,3,0.6
672ca6c0324ac26cdc0dd298,reading-task-tabular,json5,2,0.4
672d98919cc177d28c204e76,reading-task-tabular,json5,4,0.8
6734346ca8e90c2da6fb4509,reading-task-tabular,jsonc,4,0.8
673c13c9d37c8a73bc80b8ce,reading-task-tabular,json,4,0.8
673d0377254c407e5da57f97,reading-task-tabular,toml,5,1.0
673e43cc760355e9e4f042a3,reading-task-tabular,json5,3,0.6
6740ae39809389d7da9de209,reading-task-tabular,xml,5,1.0
6753746b1f8827e2bd586bf0,reading-task-tabular,xml,2,0.4
677c52fe648cd68583dd3b1e,reading-task-tabular,xml,5,1.0
677d185800ab83d1b0185d82,reading-task-tabular,jsonc,2,0.4
677d32c679491be18090225b,reading-task-tabular,xml,2,0.4
6784ff2095dd9b97e969b01f,reading-task-tabular,jsonc,4,0.8
6787d648d7b1963c661f9443,reading-task-tabular,json5,3,0.6
6787e4bd2bf9557a90208f03,reading-task-tabular,yaml,5,1.0
6788c1c724c24dc56b08790a,reading-task-tabular,json5,4,0.8
678bad003d15e6aba1ee5a5d,reading-task-tabular,jsonc,5,1.0
678f0bb28ec3307e4f1afb78,reading-task-tabular,hjson,5,1.0
67a754a5c8614c52a939d87b,reading-task-tabular,hjson,5,1.0
67ab214c2cde1be7c45535ac,reading-task-tabular,jsonc,5,1.0
67ab57e88fd0774428bd1f32,reading-task-tabular,xml,5,1.0
67ab650c320eccf6141d4010,reading-task-tabular,jsonc,1,0.2
67adb27bd5f5776fcb16da62,reading-task-tabular,hjson,4,0.8
67adb520391eb17f214a50b4,reading-task-tabular,yaml,4,0.8
67aee0dfad3492b61a9ba0eb,reading-task-tabular,jsonc,5,1.0
67bf88cc763aae600b429a3e,reading-task-tabular,toml,4,0.8
67c246023b44ca64d40ae45a,reading-task-tabular,json5,3,0.6
67cb01a82dda2577eb6ee320,reading-task-tabular,json,4,0.8
67cd944859dabbd1d4552d39,reading-task-tabular,json,5,1.0
67d00f24466a67ba7e41228e,reading-task-tabular,toml,5,1.0
67d1283c8f6169900d0072d2,reading-task-tabular,yaml,3,0.6
67d163e7b7bcc1e9718e01da,reading-task-tabular,json5,3,0.6
67d188bcc201cc08eac23f92,reading-task-tabular,json5,3,0.6
67d29234dbfdb6668d124115,reading-task-tabular,yaml,0,0.0
67d548b5aa5737666a77a6d2,reading-task-tabular,json5,2,0.4
67d7fa657f5ac0292a291a38,reading-task-tabular,hjson,4,0.8
67d95269b47464c18da766ca,reading-task-tabular,xml,4,0.8
67d9788747176969d8d0fa1d,reading-task-tabular,hjson,4,0.8
67dc19c31078d1581e39e75a,reading-task-tabular,yaml,2,0.4
67debe02a893eea51e8d02f2,reading-task-tabular,json,5,1.0
67e12acb51605ac16c227598,reading-task-tabular,jsonc,3,0.6
67e17bac09359e09118892b4,reading-task-tabular,json5,4,0.8
67e25388d573ec2d5f1c8442,reading-task-tabular,yaml,4,0.8
67e4920c40c9561040ca01d0,reading-task-tabular,xml,0,0.0
67e571bef6af7ecd9c29ad72,reading-task-tabular,json,4,0.8
67e5cf90b79d0874e1cf16b0,reading-task-tabular,toml,5,1.0
67eefd0739d752c54dd52686,reading-task-tabular,toml,2,0.4
67eff2b1a264260e948a4d14,reading-task-tabular,xml,4,0.8
67f0c5d37f91ceae5cb3b318,reading-task-tabular,jsonc,5,1.0
67f184a3b82990251abd1592,reading-task-tabular,yaml,3,0.6
67f1a4f8dd44e7cd5adffa29,reading-task-tabular,json5,4,0.8
67f1c7bd6f1c4a3d8deae02f,reading-task-tabular,toml,5,1.0
67f3619e16d4ca195fbd1bd0,reading-task-tabular,yaml,4,0.8
67f5bb69760b211cdfe8021c,reading-task-tabular,jsonc,5,1.0
67f913a9b5c79e960807c7e3,reading-task-tabular,yaml,4,0.8
