participantId,task,score,format
62d6d87d91cf24a3c1c0f10c,effort,84,hjson
67c6ed1e12728e4fe7a1edf6,effort,96,jsonc
672b5998daafdbf9c43a531b,effort,91,jsonc
5795af044a84da00014c5df1,effort,50,json
65298aca34ac384b783169d4,effort,100,jsonc
681374d36d7bd7ccb6f914f5,effort,85,json5
61287939bc5a971fc15333e4,effort,100,json
65feaaac53eb219f09ad5ea0,effort,100,toml
5755c957eb80c4000741a9ce,effort,56,json5
6693d3ae2bd15cf7a058e6a7,effort,100,json5
60e2bf0aa568b97e8d525872,effort,100,toml
67d24179c5bd87691f1fe036,effort,90,yaml
5c4f5967aac8be0001716a65,effort,70,xml
67895b7d6400163124042af7,frustration,100,jsonc
659960f32faa4ff4b116de92,frustration,70,toml
5f7f239e9b204e05b6c36538,frustration,87,json5
67b8636acd5ed420cc098b64,frustration,99,toml
57ca4b09993b08000192297b,frustration,75,xml
67d1cc8044430e99a7d91b4a,frustration,92,toml
6693ce87e76d32ccf07fbcd8,frustration,0,xml
680ebf035ab59d342f31726e,frustration,70,hjson
67f0d86fabc081fdc410e828,frustration,55,yaml
6691809035e52ca9b2b0f39a,frustration,45,yaml
678faf5b31008609fd85b185,frustration,85,json5
65e85a421f2dee53c62fbf45,frustration,20,json5
666b0b42bb6fa2822fa27a32,frustration,8,json5
6708da9c62672d0fe65b6683,frustration,70,jsonc
60f70af563ef757f65e750e0,frustration,45,xml
670f9ddb0e32533c222c3031,frustration,63,json
67d03135f855dd0ff0994265,frustration,65,toml
674f479b2a4ef75e4551f258,frustration,35,json5
5ee4a14b578f8a000b384376,frustration,75,yaml
63af557b3d4f219c3226b7d6,frustration,70,yaml
65583ffa38bfc41805a553cd,frustration,40,hjson
66684d30d1a0d64a3a348c82,frustration,94,yaml
60ec51c51a3158a50ded8a3e,frustration,63,json5
671bdd06525adeea062a1d73,frustration,9,json
6647e8618c77f7b938865d25,frustration,10,json5
613a541cf948d295c1df8752,frustration,65,jsonc
5e5c993cd0394c474f7cc502,frustration,20,toml
67c045fa5074c5500ca40e76,frustration,99,xml
67d2eaf9d5996dc6be1c7072,frustration,99,xml
60e2ebb6ad1d5ee0e515a7c5,frustration,5,yaml
67153c0d669d191ab273b865,frustration,45,yaml
67ab1d683813ed19603e1030,frustration,0,yaml
60e343946a7faddde88fbe3c,frustration,0,yaml
67e0333064ddada0e2fc6f1e,frustration,78,yaml
5b3ec4332a5fbf00014eae57,frustration,75,toml
66912d7bf9d35c08f6919958,frustration,99,json
6717980047b565ab5b849317,frustration,96,hjson
651b29ff3a6cadf518640abe,frustration,100,xml
6818ca1523ece90f671e3601,frustration,56,json
67c1dd323984fa84ae83e162,frustration,49,jsonc
67d2a409ab3638e33fc417b9,frustration,100,hjson
66ec8f7ce843d25227820f97,frustration,88,hjson
6680d2279263349cc005956a,frustration,25,json
6081728972120aa7f9685791,frustration,6,json
67aca6831f2b0b79416bdb6c,frustration,27,xml
675aaf0eb1b401136f37c475,frustration,85,json
6723422d5f63c70998014b03,frustration,31,jsonc
6554e79557e3d6be08e32ceb,frustration,25,yaml
645b519f108c046164a6d232,frustration,55,yaml
589cd166b2a7180001f0527d,frustration,97,jsonc
6682a94b061954ae8483fb08,frustration,15,toml
6735b2a6112cf17b7b8df8d1,frustration,100,jsonc
67792abbab2fa21bf3644c09,frustration,100,hjson
5ea90bb434d5e337e98c7edd,frustration,70,json5
677f8968bbb08bc37c8d2a4b,frustration,89,xml
672f51ea346fba23ddd5a793,frustration,44,xml
67d13a1ec91ae2216896de44,frustration,57,json
67bf5ad9c5a4637861cfd21e,frustration,81,toml
616e5ae706e970fe0aff99b6,frustration,53,hjson
66311bae532a469f4858933e,frustration,75,toml
669284eabea5b8c9655927da,frustration,39,yaml
67da5ae29f57419143d2b99a,frustration,90,jsonc
68138e7f96395f4c5f3a0a87,frustration,100,json
66684beba2a2d24645a6d782,frustration,99,jsonc
660eafee7515c432e850362d,frustration,58,hjson
62d7fef5538b81f205ba4656,frustration,4,xml
67caa7fe00179edfb74d3e1a,frustration,65,json5
65fae23bd06ae76bcc297e8b,frustration,59,hjson
588ab33542c8e900019d02ae,frustration,80,jsonc
67f4ea448eb6a2b293c1f2fc,frustration,90,json
65f4ab7884f8411c9e11a34e,frustration,63,json5
611d0afbb2a19acfd012545b,frustration,70,toml
67406c1303bd39d206ff2b50,frustration,25,xml
61601e9a6b8306196d2a129c,frustration,50,hjson
65fad6c874ac75642ffc254b,frustration,80,hjson
606c7d27f4f3ae688332a55d,frustration,40,toml
67f66486e35051403284eb5e,frustration,52,xml
67a8fa10b4db1990f7372f01,frustration,4,json5
6094ce8d0764c24f352d1fe5,frustration,71,hjson
6715c7aedee148c65c10509c,frustration,60,yaml
664e413a5f3eb7f99d90e15b,frustration,20,json
65fb13bebfa339f73b4cf76a,frustration,88,jsonc
65fb236a5a78fcf672df7469,frustration,75,json
60f7c71d1cffec381351b0b3,frustration,53,xml
675330fb23080b9ae3ec8239,frustration,10,json5
671e39c25e5e3f340a6f21d4,frustration,90,jsonc
5fb4fcd1fce53c30649dd704,frustration,99,xml
67d0251c804fc17732eb948a,frustration,95,toml
67d11644421446068e1fec14,frustration,26,toml
67d0088c269b3e96d9ba6019,frustration,72,hjson
678a94ff1cf9f0775cb89e69,frustration,100,hjson
67176f0792ed8c4064f61a2c,frustration,87,json
678526627e48ded12935af38,frustration,5,yaml
6738d09a032bf7224008ce7e,frustration,55,yaml
62d6d87d91cf24a3c1c0f10c,frustration,84,hjson
67c6ed1e12728e4fe7a1edf6,frustration,72,jsonc
672b5998daafdbf9c43a531b,frustration,91,jsonc
5795af044a84da00014c5df1,frustration,0,json
65298aca34ac384b783169d4,frustration,20,jsonc
681374d36d7bd7ccb6f914f5,frustration,0,json5
61287939bc5a971fc15333e4,frustration,99,json
65feaaac53eb219f09ad5ea0,frustration,42,toml
5755c957eb80c4000741a9ce,frustration,5,json5
6693d3ae2bd15cf7a058e6a7,frustration,45,json5
60e2bf0aa568b97e8d525872,frustration,30,toml
67d24179c5bd87691f1fe036,frustration,25,yaml
5c4f5967aac8be0001716a65,frustration,40,xml
